UniqueID,appid,Title,Type,Price,Release_Date,Rating,Required_Age,Is_Multiplayer
1699,227080,Papo & Yo,game,14.99,4/18/2013 0:00,70,0,0
1700,227100,Sniper Elite: Nazi Zombie Army,game,14.99,2/28/2013 0:00,62,0,0
1701,227220,Sang-Froid - Tales of Werewolves,game,14.99,04/05/2013 00:00,79,0,0
1702,227600,Castle of Illusion,game,14.99,09/04/2013 00:00,-1,0,0
1703,228320,A Valley Without Wind 2,game,14.99,2/18/2013 0:00,68,0,1
1704,228560,Teenage Mutant Ninja Turtles™: Out of the Shadows,game,14.99,8/28/2013 0:00,-1,0,1
1705,229480,Dungeons & Dragons: Chronicles of Mystara,game,14.99,6/18/2013 0:00,-1,0,1
1706,229790,Might & Magic: Heroes VI - Shades of Darkness,game,14.99,05/02/2013 00:00,-1,0,1
1707,229890,Joe Danger,game,14.99,6/24/2013 0:00,-1,0,0
1708,230700,La-Mulana,game,14.99,4/15/2013 0:00,80,0,0
1709,230860,Cannon Brawl,game,14.99,9/19/2014 0:00,-1,0,1
1710,231160,The Swapper,game,14.99,5/30/2013 0:00,87,0,0
1711,232750,Mars: War Logs,game,14.99,4/26/2013 0:00,59,0,0
1712,233110,Defense Technica,game,14.99,10/24/2013 0:00,63,0,0
1713,233270,Far Cry 3 - Blood Dragon,game,14.99,05/01/2013 00:00,81,18,0
1714,234650,Shadowrun Returns,game,14.99,7/25/2013 0:00,76,0,0
1715,234920,Dyscourse,game,14.99,3/25/2015 0:00,71,0,0
1716,234940,The 39 Steps,game,14.99,4/25/2013 0:00,-1,0,0
1717,235210,STRIDER™ / ????????®,game,14.99,2/19/2014 0:00,78,0,0
1718,235800,Audiosurf 2,game,14.99,5/26/2015 0:00,76,0,0
1719,236090,Dust: An Elysian Tail,game,14.99,5/24/2013 0:00,-1,0,0
1720,236730,Anomaly 2,game,14.99,5/15/2013 0:00,77,0,1
1721,236870,HITMAN™,game,14.99,03/11/2016 00:00,-1,17,0
1722,237550,Realms of Arkania: Blade of Destiny,game,14.99,7/29/2013 0:00,-1,0,0
1723,237630,DuckTales: Remastered,game,14.99,8/13/2013 0:00,66,0,0
1724,237890,Agarest: Generations of War,game,14.99,02/04/2014 00:00,45,0,0
1725,238240,Edge of Space,game,14.99,9/17/2015 0:00,-1,0,1
1726,238370,Magicka 2,game,14.99,5/26/2015 0:00,69,0,1
1727,238460,BattleBlock Theater®,game,14.99,5/15/2014 0:00,85,0,1
1728,238870,Citadels,game,14.99,7/25/2013 0:00,20,0,0
1729,239090,Samurai Gunn,game,14.99,12/10/2013 00:00,78,0,0
1730,239350,Spelunky,game,14.99,08/08/2013 00:00,90,0,0
1731,240620,Wanderlust Adventures,game,14.99,08/10/2015 00:00,-1,0,1
1732,241600,Rogue Legacy,game,14.99,6/27/2013 0:00,85,0,0
1733,241720,Guncraft,game,14.99,08/09/2013 00:00,73,0,1
1734,242110,Joe Danger 2: The Movie,game,14.99,6/24/2013 0:00,82,0,0
1735,242760,The Forest,game,14.99,5/30/2014 0:00,-1,18,1
1736,242780,Cognition: An Erica Reed Thriller,game,14.99,9/19/2013 0:00,-1,0,0
1737,243160,Mushroom 11,game,14.99,10/15/2015 0:00,78,0,0
1738,243220,FRACT OSC,game,14.99,4/22/2014 0:00,75,0,0
1739,244770,StarMade,game,14.99,12/04/2014 00:00,-1,0,1
1740,244810,Foul Play,game,14.99,9/18/2013 0:00,69,0,0
1741,244910,Homesick,game,14.99,5/28/2015 0:00,72,0,0
1742,245150,The Novelist,game,14.99,12/10/2013 00:00,66,0,0
1743,246620,Plague Inc: Evolved,game,14.99,2/18/2016 0:00,-1,0,1
1744,247000,Talisman: Digital Edition,game,14.99,2/25/2014 0:00,51,0,1
1745,247080,Crypt of the NecroDancer,game,14.99,4/23/2015 0:00,87,0,0
1746,247910,Sniper Elite: Nazi Zombie Army 2,game,14.99,10/31/2013 0:00,53,0,0
1747,247950,Sacred 3,game,14.99,08/05/2014 00:00,57,17,1
1748,248270,Songs2See,game,14.99,11/26/2013 0:00,-1,0,0
1749,248310,Freedom Planet,game,14.99,7/21/2014 0:00,81,0,0
1750,248530,Depth Hunter 2: Deep Dive,game,14.99,8/20/2014 0:00,-1,0,0
1751,248550,Megabyte Punch,game,14.99,10/15/2013 0:00,69,0,0
1752,248630,Kingdoms Rise,game,14.99,11/18/2013 0:00,-1,0,1
1753,248860,NEO Scavenger,game,14.99,12/15/2014 0:00,77,0,0
1754,249550,NEStalgia,game,14.99,4/15/2014 0:00,-1,0,1
1755,249950,Forge Quest,game,14.99,5/29/2015 0:00,-1,0,1
1756,249990,FORCED: Slightly Better Edition,game,14.99,10/24/2013 0:00,72,0,1
1757,250110,Assault Android Cactus,game,14.99,9/23/2015 0:00,79,0,0
1758,250260,Jazzpunk,game,14.99,02/07/2014 00:00,75,0,0
1759,250280,Super Comboman: Don't Mash Edition,game,14.99,07/11/2014 00:00,-1,0,0
1760,250400,How to Survive,game,14.99,8/29/2014 0:00,60,0,1
1761,250520,UnderRail,game,14.99,12/18/2015 0:00,72,0,0
1762,250560,Fight The Dragon,game,14.99,12/04/2014 00:00,76,0,1
1763,250620,Among the Sleep,game,14.99,5/29/2014 0:00,66,0,0
1764,250700,Super Time Force Ultra,game,14.99,8/25/2014 0:00,80,0,0
1765,250760,Shovel Knight,game,14.99,6/26/2014 0:00,85,0,0
1766,250900,The Binding of Isaac: Rebirth,game,14.99,11/04/2014 00:00,-1,17,0
1767,251110,INFRA,game,14.99,1/15/2016 0:00,-1,0,0
1768,251130,Chroma Squad,game,14.99,4/30/2015 0:00,75,0,0
1769,251270,Corpse Party,game,14.99,4/25/2016 0:00,73,17,0
1770,251310,Eleusis,game,14.99,10/16/2013 0:00,-1,0,0
1771,251430,The Inner World,game,14.99,9/27/2013 0:00,72,0,0
1772,251470,TowerFall Ascension,game,14.99,03/11/2014 00:00,87,0,0
1773,251490,Gravity Ghost,game,14.99,1/26/2015 0:00,75,0,0
1774,251830,Stick it to The Man!,game,14.99,12/13/2013 0:00,83,0,0
1775,251850,Master Reboot,game,14.99,10/29/2013 0:00,59,0,0
1776,252030,Valdis Story: Abyssal City,game,14.99,10/30/2013 0:00,83,0,0
1777,252070,Gimbal,game,14.99,11/19/2013 0:00,-1,0,1
1778,252110,Lovers in a Dangerous Spacetime,game,14.99,09/09/2015 00:00,80,0,0
1779,252290,Elegy for a Dead World,game,14.99,12/10/2014 00:00,-1,0,0
1780,252430,Dusty Revenge:Co-Op Edition,game,14.99,2/17/2014 0:00,-1,0,0
1781,252630,Eldritch,game,14.99,10/21/2013 0:00,77,0,0
1782,253330,Neverending Nightmares,game,14.99,9/26/2014 0:00,68,0,0
1783,253390,Hot Tin Roof: The Cat That Wore A Fedora,game,14.99,2/20/2015 0:00,66,0,0
1784,255070,Abyss Odyssey,game,14.99,7/15/2014 0:00,69,13,0
1785,255300,Journey of a Roach,game,14.99,11/04/2013 00:00,65,0,0
1786,255320,Edna & Harvey: The Breakout,game,14.99,10/25/2013 0:00,-1,0,0
1787,255390,Max: The Curse of Brotherhood,game,14.99,5/21/2014 0:00,-1,0,0
1788,256290,Child of Light,game,14.99,4/29/2014 0:00,77,0,0
1789,257030,Project Nimbus,game,14.99,11/05/2014 00:00,-1,0,0
1790,257050,Darkout,game,14.99,12/04/2013 00:00,55,0,0
1791,257170,Rebuild 3: Gangs of Deadsville,game,14.99,5/29/2015 0:00,75,0,0
1792,257670,Elder Sign: Omens,game,14.99,11/27/2013 0:00,-1,0,0
1793,257870,Eschalon: Book III,game,14.99,2/14/2014 0:00,67,0,0
1794,258220,Blood Knights,game,14.99,11/13/2013 0:00,-1,0,0
1795,258880,Professional Farmer 2014,game,14.99,11/27/2013 0:00,-1,0,0
1796,258910,Citizens of Earth,game,14.99,1/20/2015 0:00,66,0,0
1797,259470,Particulars,game,14.99,11/19/2014 0:00,74,0,0
1798,259660,Void Destroyer,game,14.99,1/20/2015 0:00,-1,0,0
1799,259720,Fading Hearts,game,14.99,02/05/2014 00:00,-1,0,0
1800,260190,Marc Eck?'s Getting Up: Contents Under Pressure,game,14.99,12/13/2013 0:00,69,0,0
1801,260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,game,14.99,6/25/2014 0:00,-1,0,0
1802,260530,So Many Me,game,14.99,7/17/2014 0:00,78,0,0
1803,260550,Haunted,game,14.99,8/18/2014 0:00,76,0,0
1804,260790,1001 Spikes,game,14.99,06/03/2014 00:00,80,0,1
1805,261920,Catzilla 4K - Advanced,game,14.99,2/28/2014 0:00,-1,0,0
1806,262120,Toy Soldiers: Complete,game,14.99,2/17/2016 0:00,-1,0,1
1807,262790,Our Darker Purpose,game,14.99,1/29/2014 0:00,74,0,0
1808,262870,Recovery Search & Rescue Simulation,game,14.99,01/09/2014 00:00,-1,0,0
1809,262920,Super Chain Crusher Horizon,game,14.99,09/01/2014 00:00,-1,0,0
1810,263380,Driftmoon,game,14.99,01/03/2014 00:00,73,0,0
1811,263520,Enola,game,14.99,9/18/2014 0:00,-1,0,0
1812,263960,Wyv and Keep: The Temple of the Lost Idol,game,14.99,08/08/2014 00:00,-1,0,1
1813,264020,Geekbench 3,game,14.99,03/12/2014 00:00,-1,0,0
1814,264060,Full Bore,game,14.99,05/06/2014 00:00,72,0,0
1815,264520,Moebius: Empire Rising,game,14.99,4/15/2014 0:00,54,0,0
1816,265490,Songs2See,game,14.99,11/26/2013 0:00,-1,0,0
1817,265690,NaissanceE,game,14.99,2/13/2014 0:00,66,0,0
1818,265750,Secret Ponchos,game,14.99,10/13/2015 0:00,-1,0,1
1819,266110,Tower of Guns,game,14.99,03/04/2014 00:00,76,0,0
1820,266470,Dark Horizons: Mechanized Corps,game,14.99,7/22/2014 0:00,-1,0,1
1821,268260,Let's Sing,game,14.99,2/13/2014 0:00,-1,0,0
1822,268970,You Are Not The Hero,game,14.99,06/02/2015 00:00,-1,0,0
1823,269110,Super Motherload,game,14.99,04/04/2014 00:00,-1,0,0
1824,269290,liteCam Game: 100 FPS Game Capture,game,14.99,2/24/2014 0:00,-1,0,0
1825,269770,Secrets of Grindea,game,14.99,7/13/2015 0:00,-1,0,1
1826,269790,DreadOut,game,14.99,5/15/2014 0:00,55,0,0
1827,270150,RUNNING WITH RIFLES,game,14.99,04/02/2015 00:00,78,0,1
1828,270410,I Want To Be Human,game,14.99,4/15/2016 0:00,-1,0,0
1829,270910,Worms World Party Remastered,game,14.99,7/16/2015 0:00,-1,0,1
1830,271760,Dungeon Lords Steam Edition,game,14.99,12/21/2015 0:00,-1,0,1
1831,272330,Shadow Blade: Reload,game,14.99,08/10/2015 00:00,70,0,0
1832,272470,The Incredible Adventures of Van Helsing II,game,14.99,6/13/2014 0:00,77,0,1
1833,273240,Gunhound EX,game,14.99,05/01/2014 00:00,-1,0,0
1834,273730,Driving School Simulator,game,14.99,9/25/2014 0:00,-1,0,0
1835,273750,Formula Truck 2013,game,14.99,02/02/2015 00:00,-1,0,1
1836,274170,Hotline Miami 2: Wrong Number,game,14.99,03/10/2015 00:00,-1,17,0
1837,274190,Broforce,game,14.99,10/15/2015 0:00,83,0,1
1838,274520,Darkwood,game,14.99,7/24/2014 0:00,-1,0,0
1839,274920,FaceRig,game,14.99,07/07/2015 00:00,-1,0,0
1840,275100,Shelter 2,game,14.99,03/09/2015 00:00,58,0,0
1841,275180,Costume Quest 2,game,14.99,10/07/2014 00:00,68,0,0
1842,275200,Westerado: Double Barreled,game,14.99,4/16/2015 0:00,-1,0,0
1843,275390,Guacamelee! Super Turbo Championship Edition,game,14.99,8/21/2014 0:00,80,0,0
1844,275670,Space Run,game,14.99,6/13/2014 0:00,73,0,0
1845,276770,Toy Soldiers: War Chest,game,14.99,08/12/2015 00:00,60,0,1
1846,277470,The Book of Legends,game,14.99,3/14/2014 0:00,-1,0,0
1847,277520,Albedo: Eyes from Outer Space,game,14.99,04/10/2015 00:00,66,0,0
1848,277590,Assassin's Creed Freedom Cry,game,14.99,2/25/2014 0:00,-1,18,0
1849,277850,Sportsfriends,game,14.99,12/19/2014 0:00,-1,0,1
1850,278460,Skyborn,game,14.99,2/21/2014 0:00,-1,0,0
1851,278530,3 Stars of Destiny,game,14.99,3/28/2014 0:00,-1,0,0
1852,278810,LA Cops,game,14.99,3/13/2015 0:00,45,0,0
1853,278910,Interplanetary,game,14.99,05/12/2015 00:00,-1,0,1
1854,279440,Joe Dever's Lone Wolf HD Remastered,game,14.99,11/27/2014 0:00,78,0,0
1855,280220,Creeper World 3: Arc Eternal,game,14.99,3/27/2014 0:00,-1,0,0
1856,280520,Crea,game,14.99,06/03/2014 00:00,-1,0,1
1857,280540,GhostControl Inc.,game,14.99,06/06/2014 00:00,-1,0,0
1858,281690,The Legend of Korra™,game,14.99,10/21/2014 0:00,-1,0,0
1859,282210,Sid Meier's Starships,game,14.99,03/12/2015 00:00,64,0,0
1860,282530,Castlevania: Lords of Shadow – Mirror of Fate HD,game,14.99,3/27/2014 0:00,-1,17,0
1861,283000,Strategic War in Europe,game,14.99,3/21/2014 0:00,-1,0,1
1862,283020,The Campaign Series: Fall Weiss,game,14.99,5/30/2014 0:00,-1,0,1
1863,283100,Colonies Online,game,14.99,05/01/2014 00:00,-1,0,1
1864,283600,World of Subways 2 – Berlin Line 7,game,14.99,06/12/2014 00:00,-1,0,0
1865,283680,Astebreed,game,14.99,5/30/2014 0:00,86,0,0
1866,284910,Purgatory: War of the Damned,game,14.99,02/11/2015 00:00,-1,0,1
1867,285070,Between Me and The Night,game,14.99,1/22/2016 0:00,62,0,0
1868,285090,Robowars,game,14.99,10/24/2014 0:00,-1,0,0
1869,285820,Action Henk,game,14.99,05/11/2015 00:00,74,0,1
1870,286200,ReignMaker,game,14.99,4/16/2014 0:00,-1,0,0
1871,286220,Pier Solar and the Great Architects,game,14.99,9/29/2014 0:00,73,0,1
1872,286260,fault milestone one,game,14.99,12/15/2014 0:00,-1,0,0
1873,287070,Battle Academy,game,14.99,4/16/2014 0:00,-1,0,1
1874,287260,Toybox Turbos,game,14.99,11/11/2014 00:00,69,0,1
1875,287900,Pro Pinball Ultra,game,14.99,1/27/2016 0:00,-1,0,0
1876,287960,Yomi,game,14.99,05/08/2015 00:00,-1,0,1
1877,288120,Dungeonmans,game,14.99,12/09/2014 00:00,-1,0,0
1878,288260,Conflicks - Revolutionary Space Battles,game,14.99,11/05/2015 00:00,63,0,1
1879,289950,Construction Simulator 2015,game,14.99,11/18/2014 0:00,-1,0,1
1880,290320,Project Temporality,game,14.99,05/01/2014 00:00,-1,0,0
1881,290970,1849,game,14.99,05/08/2014 00:00,-1,0,0
1882,290990,Flower Shop: Summer In Fairbrook,game,14.99,5/16/2014 0:00,-1,0,0
1883,291250,Jumpdrive,game,14.99,05/12/2014 00:00,-1,0,0
1884,291370,Undead Overlord,game,14.99,7/18/2014 0:00,-1,0,0
1885,292230,Game Character Hub,game,14.99,5/23/2014 0:00,-1,0,0
1886,292370,DarkEnd,game,14.99,10/17/2014 0:00,-1,0,0
1887,292400,Unrest,game,14.99,7/23/2014 0:00,65,0,0
1888,293160,AntharioN,game,14.99,7/15/2015 0:00,-1,0,0
1889,293400,Epic Space: Online,game,14.99,05/08/2014 00:00,-1,0,0
1890,293480,FRONTIERS,game,14.99,12/15/2014 0:00,-1,0,0
1891,293520,Carnivores: Dinosaur Hunter Reborn,game,14.99,5/27/2015 0:00,-1,0,0
1892,293660,TRI: Of Friendship and Madness,game,14.99,10/09/2014 00:00,74,0,0
1893,293740,Road Not Taken,game,14.99,08/05/2014 00:00,75,0,0
1894,294000,Knight Squad,game,14.99,11/16/2015 0:00,-1,0,1
1895,294020,Merchants of Kaidan,game,14.99,11/10/2014 00:00,-1,0,0
1896,294060,Aaru's Awakening,game,14.99,2/23/2015 0:00,-1,0,0
1897,294370,Crowntakers,game,14.99,11/07/2014 00:00,70,0,0
1898,294440,Shadowgate (2014),game,14.99,8/21/2014 0:00,68,0,0
1899,294460,Fenix Rage,game,14.99,9/24/2014 0:00,75,0,0
1900,295590,Hero Generations,game,14.99,04/10/2015 00:00,-1,0,0
1901,295630,Defense Zone 2,game,14.99,5/30/2014 0:00,-1,0,0
1902,295790,Never Alone (Kisima Ingitchuna),game,14.99,11/18/2014 0:00,-1,0,0
1903,296030,Qasir al-Wasat: International Edition,game,14.99,1/19/2016 0:00,-1,0,0
1904,297000,Heroes® of Might & Magic® III - HD Edition,game,14.99,1/28/2015 0:00,65,0,1
1905,297130,Titan Souls,game,14.99,4/14/2015 0:00,74,0,0
1906,297920,Space Colony: Steam Edition,game,14.99,4/30/2015 0:00,74,0,0
1907,298280,XenoRaptor,game,14.99,6/16/2014 0:00,-1,0,1
1908,298560,Captain Forever Remix,game,14.99,3/27/2015 0:00,-1,0,0
1909,299090,Cosplay Maker,game,14.99,12/10/2015 00:00,-1,0,0
1910,299340,Habitat,game,14.99,1/26/2016 0:00,-1,0,0
1911,299380,Masquerade: The Baubles of Doom,game,14.99,4/20/2016 0:00,-1,0,0
1912,300340,Lemma,game,14.99,05/12/2015 00:00,73,0,0
1913,300540,Sweet Lily Dreams,game,14.99,5/16/2014 0:00,-1,0,0
1914,300550,Shadowrun: Dragonfall - Director's Cut,game,14.99,9/18/2014 0:00,87,0,0
1915,301560,White Night,game,14.99,03/03/2015 00:00,68,17,0
1916,301910,Saints Row: Gat out of Hell,game,14.99,1/20/2015 0:00,66,0,0
1917,301970,Screencheat,game,14.99,10/21/2014 0:00,71,0,1
1918,302110,Small Town Terrors Pilgrim's Hook Collector's Edition,game,14.99,7/16/2014 0:00,-1,0,0
1919,302590,Of Guards And Thieves,game,14.99,7/16/2014 0:00,-1,0,1
1920,302810,Divinia Chronicles: Relics of Gan-Ti,game,14.99,10/01/2015 00:00,-1,0,0
1921,303430,Roundabout,game,14.99,9/18/2014 0:00,75,0,0
1922,303470,Rush for Glory,game,14.99,6/16/2014 0:00,-1,0,0
1923,303530,Sentris,game,14.99,8/22/2014 0:00,-1,0,0
1924,303550,Adventures of Pip,game,14.99,06/04/2015 00:00,72,0,0
1925,303860,Machines At War 3,game,14.99,7/23/2014 0:00,-1,0,1
1926,304150,Bloodbath,game,14.99,6/16/2014 0:00,-1,0,1
1927,304810,TesserAct,game,14.99,10/24/2014 0:00,-1,0,0
1928,304950,Castaway Paradise Complete Edition,game,14.99,5/19/2015 0:00,-1,0,0
1929,305460,FranknJohn,game,14.99,03/04/2015 00:00,-1,0,0
1930,305640,Shattered Planet,game,14.99,07/03/2014 00:00,-1,0,0
1931,305840,Shallow Space,game,14.99,10/21/2015 0:00,-1,0,0
1932,306440,Oblitus,game,14.99,2/27/2015 0:00,69,0,0
1933,306660,Ultimate General: Gettysburg,game,14.99,10/16/2014 0:00,84,0,1
1934,307580,Technobabylon,game,14.99,05/01/2015 00:00,82,0,0
1935,307880,Savage Lands,game,14.99,03/05/2015 00:00,-1,0,1
1936,308420,Ziggurat,game,14.99,10/23/2014 0:00,76,0,0
1937,309900,Super Sky Arena,game,14.99,10/05/2015 00:00,-1,0,1
1938,310790,Geometry Wars™ 3: Dimensions Evolved,game,14.99,11/25/2014 0:00,-1,0,1
1939,310810,Shiftlings,game,14.99,03/03/2015 00:00,70,0,0
1940,310830,Retrobooster,game,14.99,07/11/2014 00:00,-1,0,1
1941,311680,Flower Shop: Winter In Fairbrook,game,14.99,7/31/2014 0:00,-1,0,0
1942,311690,Enter the Gungeon,game,14.99,04/05/2016 00:00,84,0,0
1943,311720,Sproggiwood,game,14.99,10/24/2014 0:00,-1,0,0
1944,311800,Black Ice,game,14.99,07/09/2014 00:00,-1,0,1
1945,311930,Tinertia,game,14.99,09/03/2015 00:00,-1,0,0
1946,312210,The Fifth Day,game,14.99,7/25/2014 0:00,-1,0,1
1947,312410,Defense Zone,game,14.99,7/14/2014 0:00,-1,0,0
1948,312510,Mega Coin Squad,game,14.99,8/15/2014 0:00,56,0,0
1949,312600,Rime Berta,game,14.99,12/16/2014 0:00,-1,0,0
1950,312970,My Ex-Boyfriend the Space Tyrant,game,14.99,7/21/2014 0:00,-1,0,0
1951,313120,Stranded Deep,game,14.99,1/23/2015 0:00,-1,0,0
1952,313630,The Solus Project,game,14.99,2/18/2016 0:00,-1,0,0
1953,314230,Rodina,game,14.99,7/28/2014 0:00,-1,0,0
1954,314470,Heroes of a Broken Land,game,14.99,08/07/2014 00:00,-1,0,0
1955,315080,Foresight,game,14.99,11/28/2014 0:00,-1,0,1
1956,316480,Shadow Puppeteer,game,14.99,9/29/2014 0:00,57,0,0
1957,316750,Tetris® Ultimate,game,14.99,12/10/2015 00:00,-1,0,1
1958,316790,Grim Fandango Remastered,game,14.99,1/26/2015 0:00,84,0,0
1959,316890,Calvino Noir,game,14.99,8/27/2015 0:00,55,0,0
1960,317080,MotorSport Revolution,game,14.99,1/15/2015 0:00,-1,0,0
1961,317290,Bionic Heart 2,game,14.99,9/22/2014 0:00,-1,0,0
1962,317820,Guild of Dungeoneering,game,14.99,7/14/2015 0:00,72,0,0
1963,318230,Convoy,game,14.99,4/21/2015 0:00,72,0,0
1964,318530,Wings of Vi,game,14.99,11/28/2014 0:00,-1,0,0
1965,318650,SunAge: Battle for Elysium,game,14.99,12/15/2014 0:00,-1,0,1
1966,319280,Yatagarasu Attack on Cataclysm,game,14.99,07/07/2015 00:00,-1,0,1
1967,319450,Chariot,game,14.99,11/12/2014 00:00,76,0,0
1968,319480,Odallus: The Dark Call,game,14.99,7/15/2015 0:00,80,0,0
1969,319740,There Came an Echo,game,14.99,2/24/2015 0:00,58,0,0
1970,319780,Airport Simulator 2015,game,14.99,4/22/2015 0:00,-1,0,0
1971,320020,Monkey Tales Games,game,14.99,8/28/2014 0:00,-1,0,0
1972,320040,Moon Hunters,game,14.99,03/10/2016 00:00,63,0,1
1973,320340,Cosmonautica,game,14.99,7/31/2015 0:00,-1,0,0
1974,320760,Tokyo School Life,game,14.99,02/12/2015 00:00,-1,13,0
1975,320840,Wings! Remastered Edition,game,14.99,10/17/2014 0:00,61,0,0
1976,321270,UNLOVED,game,14.99,8/21/2015 0:00,-1,0,1
1977,321390,Zone 22,game,14.99,7/31/2015 0:00,-1,0,0
1978,321540,MODO indie,game,14.99,12/11/2014 00:00,-1,0,0
1979,321980,Hardland,game,14.99,10/23/2014 0:00,-1,0,0
1980,322040,Cooking Academy Fire and Knives,game,14.99,10/23/2014 0:00,-1,0,0
1981,322330,Don't Starve Together,game,14.99,4/21/2016 0:00,-1,0,1
1982,322910,"Warhammer 40,000: Regicide",game,14.99,09/08/2015 00:00,72,0,1
1983,323040,Laserlife,game,14.99,9/22/2015 0:00,-1,0,0
1984,323060,Tharsis,game,14.99,01/11/2016 00:00,61,0,0
1985,323220,Vagante,game,14.99,12/16/2014 0:00,-1,0,0
1986,323460,Raiden IV: OverKill,game,14.99,09/02/2015 00:00,-1,0,0
1987,323490,Oblivious Garden ~Carmina Burana,game,14.99,12/12/2014 00:00,-1,0,0
1988,323580,Jotun,game,14.99,9/29/2015 0:00,79,0,0
1989,323850,Move or Die,game,14.99,1/21/2016 0:00,-1,0,1
1990,324080,Rising World,game,14.99,12/03/2014 00:00,-1,0,1
1991,324260,VoidExpanse,game,14.99,04/02/2015 00:00,59,0,1
1992,324650,Gemini: Heroes Reborn,game,14.99,1/18/2016 0:00,54,13,0
1993,325370,Nova-111,game,14.99,8/25/2015 0:00,68,0,0
1994,326480,If My Heart Had Wings,game,14.99,11/24/2014 0:00,-1,0,0
1995,326670,Warhammer Quest,game,14.99,01/07/2015 00:00,55,0,0
1996,327060,FEIST,game,14.99,7/23/2015 0:00,-1,0,0
1997,327090,Out of Reach,game,14.99,06/08/2015 00:00,-1,0,1
1998,327520,Traverser,game,14.99,07/09/2015 00:00,61,0,0
1999,327670,Ironcast,game,14.99,3/26/2015 0:00,75,0,0
2000,327860,Salt,game,14.99,10/15/2014 0:00,-1,0,0
2001,327880,Sublevel Zero,game,14.99,10/08/2015 00:00,70,0,0
2002,328100,Gunspell - Steam Edition,game,14.99,11/07/2014 00:00,-1,0,0
2003,328270,Leviathan: The Last Day of the Decade,game,14.99,11/18/2014 0:00,-1,0,0
2004,328310,Logistics Company,game,14.99,11/05/2014 00:00,-1,0,0
2005,328940,The Deer God,game,14.99,2/27/2015 0:00,59,0,0
2006,329130,Reassembly,game,14.99,2/19/2015 0:00,-1,0,0
2007,329380,Stealth Inc 2: A Game of Clones,game,14.99,4/30/2015 0:00,-1,0,0
2008,329970,KeeperRL,game,14.99,3/31/2015 0:00,-1,0,0
2009,330100,BossConstructor,game,14.99,11/04/2014 00:00,-1,0,0
2010,331390,Winged Sakura: Mindy's Arc,game,14.99,11/07/2014 00:00,-1,0,0
2011,331460,Rooms: The Unsolvable Puzzle,game,14.99,05/01/2015 00:00,-1,0,0
2012,332310,LEGO® Worlds,game,14.99,06/01/2015 00:00,-1,0,0
2013,332380,Asguaard,game,14.99,04/10/2015 00:00,-1,0,0
2014,332490,Battle Fleet 2,game,14.99,11/20/2014 0:00,-1,0,1
2015,332620,PONCHO,game,14.99,11/03/2015 00:00,62,0,0
2016,333300,ADOM (Ancient Domains Of Mystery),game,14.99,11/16/2015 0:00,-1,0,0
2017,334210,Fortified,game,14.99,02/03/2016 00:00,-1,0,1
2018,334260,Icebound,game,14.99,08/05/2015 00:00,-1,0,0
2019,335690,dUpLicity ~Beyond the Lies~,game,14.99,01/08/2015 00:00,-1,0,0
2020,336130,Shardlight,game,14.99,03/08/2016 00:00,75,0,0
2021,336210,Just Death,game,14.99,2/24/2016 0:00,-1,0,1
2022,336220,ORBITOR,game,14.99,8/21/2015 0:00,-1,0,0
2023,336250,Monster Jam Battlegrounds,game,14.99,06/10/2015 00:00,-1,0,0
2024,336840,Color Guardians,game,14.99,05/12/2015 00:00,-1,0,0
2025,338060,Mahjong Pretty Girls Battle,game,14.99,1/21/2015 0:00,-1,0,0
2026,338590,The Race for the White House,game,14.99,01/02/2015 00:00,-1,0,1
2027,339200,Oceanhorn: Monster of Uncharted Seas,game,14.99,3/17/2015 0:00,73,0,0
2028,339570,Enemy,game,14.99,3/17/2015 0:00,-1,0,0
2029,339840,The Moment of Silence,game,14.99,3/27/2015 0:00,70,0,0
2030,339850,Overclocked: A History of Violence,game,14.99,04/03/2015 00:00,70,0,0
2031,340960,Pulsen,game,14.99,7/27/2015 0:00,-1,0,1
2032,341000,Mad Games Tycoon,game,14.99,01/05/2015 00:00,-1,0,0
2033,341020,Chronicles of Teddy,game,14.99,04/02/2015 00:00,-1,0,0
2034,341660,Barren Roads,game,14.99,06/01/2015 00:00,-1,0,1
2035,341800,Keep Talking and Nobody Explodes,game,14.99,10/08/2015 00:00,67,0,0
2036,341870,TEMBO THE BADASS ELEPHANT,game,14.99,7/21/2015 0:00,-1,10,0
2037,342550,Phantasmal: Survival Horror Roguelike,game,14.99,4/14/2016 0:00,-1,13,0
2038,344410,Magnetic: Cage Closed,game,14.99,5/26/2015 0:00,61,0,0
2039,344770,fault milestone two side:above,game,14.99,09/08/2015 00:00,-1,0,0
2040,345370,TyranoBuilder Visual Novel Studio,game,14.99,3/27/2015 0:00,-1,0,0
2041,345990,ABRACA - Imagic Games,game,14.99,3/31/2016 0:00,-1,0,0
2042,346460,Vector 36,game,14.99,10/21/2015 0:00,-1,0,0
2043,346970,OBEY,game,14.99,5/21/2015 0:00,-1,0,1
2044,347470,Mayan Death Robots,game,14.99,11/20/2015 0:00,69,0,0
2045,348490,Beyond Sol,game,14.99,10/13/2015 0:00,83,0,1
2046,348550,GUILTY GEAR XX ACCENT CORE PLUS R,game,14.99,5/26/2015 0:00,-1,0,1
2047,348810,M4 Tank Brigade,game,14.99,8/17/2015 0:00,-1,0,1
